Seasonal-Influenza-Therapeutic-Protocol	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Seasonal-Influenza-Therapeutic-Protocol-1.pdf
Glycemic-Control-Noncritical-Basal-Bolus	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Basal-Bolus-Insulin-Protocol.pdf
Stress-Ulcer-Prophylaxis-ICU-and-non-ICU	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/GI-STRESS-ULCER-PROPHYLAXIS.pdf
Group-A-Streptococcal-Pharyngitis	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/MOH-Group-A-Streptococcal-Pharyngitis.pdf
Adult-Obsessive-Compulsive-Disorder	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Adult-Obsessive-Compulsive-Disorder.pdf
Anxiety-Disorders-Management	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/the-management-of-anxiety-disorders.pdf
BPSD-Dementia-Management	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Behavioral-and-Psychological-Symptoms.pdf
Schizophrenia-and-Bipolar-Affective-Disorder	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/SCHIZOPHRENIA-BIPOLAR-Affective-Disorder.pdf
Rhinosinusitis-Treatment	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Rhinosinusitis-treatment-protocol.pdf
Mpox-Protocol-v1.2	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Mpox_Protocol_V1.2_11092024.pdf
Breast-Milk-Substitution-Policy	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Policy-breast-milk-subsituites-hospital-2022-en.pdf
Adult-ICU-Triage-Admission-Discharge-v1.1	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Adult-ICU-Triage-Admission-and-Discharge-Criteria.pdf
Intra-abdominal-Infections-Treatment	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Internal-Abdominal-infection-Treatment-Protocol.pdf
High-Flow-Nasal-Oxygen-Adults	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/MOH-HFNC-Guidelines.pdf
Atopic-Dermatitis-Guidelines	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Atopic-Dermatitis-Guidelines.pdf
PICU-Triage-Admission-Discharge	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/PICU-Protocol.pdf
DNR-National-Policy-and-Procedure	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/National-Policy-and-Procedure-for-DNR-Status-EN.pdf
Adult-Eating-Disorder-Management	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Eating-Disorder-Protocol.pdf
OCD-Children-and-Adolescents	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/MOH-Protocol-for-OCD-in-Children-and-Adolescents.pdf
ADHD-Across-the-Life-Span	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/MOH-Protocol-for-ADHD-Across-the-Life-Span.pdf
Surgical-Site-Infections-Guidelines	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Surgical-Site-Infection-Guideline.pdf
Premenstrual-Dysphoric-Disorder-PMDD	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Guideline-on-the-treatment-of-Premenstrual-Dysphoric-Disorder%28PMDD%29.pdf
Major-Depressive-Disorder	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/MOH-Protocol-for-the-Management-of-Major-Depressive-Disorder.pdf
Preventive-Home-Visit-Dental-Care	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Home-Preventive-Dental-Care-Visits-Protocol.pdf
ED-to-NICU-PICU-Admission-Criteria	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Admission_Criteria_from_Emergency_Department_to_either_NICU_and_PICU.pdf
Prevention-of-Cognitive-Impairment	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Ministry_of_Health_Protocol_for_the_Prevention_of_Cognitive_Impairment.pdf
Alopecia-Areata-Saudi-Consensus-2023	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/AA_Guidelines_Adapted_for_MOH.pdf
Psoriasis-National-Guidelines	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Psoriasis_National_Guidelines.pdf
Circumcision-Policy	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Circumcision_Policy.pdf
Home-Hemodialysis-Complications	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Home_Hemodialysis_Complication_Management.pdf
Pharmaceutical-Extemporaneous-Preparations	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Pharmaceutical_Extemporaneous_Preparations_Guideline_April_2023.pdf
Preprinted-Chemotherapy-Orders	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Preprinted_Chemotherapy-Orders_PPOs_MOH.pdf
Botulism-Poisoning-Management-v1.1	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Comprehensive_Botulism_Poisoning_Management_Protocol_In_Acute_Care_Settings_Version%201.1.pdf
Adult-Systemic-Lupus-Erythematosus	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Saudi_National_Clinical_Practice_Guidelines_for_Management_of_Adult.pdf
Psoriatic-Arthritis-Management	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Management_of_Psoriatic_Arthritis.pdf
DVT-Treatment-Adults-2024	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/DVT_Deep_Vein_Thrombosis_treatment_protocol_2024.pdf
Pulmonary-Embolism-Adults	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/PE_Pulmonary_Embolism_Protocol.pdf
NICU-Early-Onset-Neonatal-Sepsis	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/NICU_DIAGNOSIS_and_MANAGEMENT_GUIDELINES_of_EOS.pdf
NICU-Admission-and-Discharge-Criteria	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/NICU_Admission_and_Discharge_Criteria.pdf
Neonatal-Hypoxic-Ischemic-Encephalopathy	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/CPG_NEONATAL_HYPOXIC_ISCHEMIC_ENCEPHALOPATHY.pdf
Insulin-Subcutaneous-Basal-Bolus-Correction	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/INSULIN_SUBCUTANEOUS_BASAL_BOLUS_and_CORRECTION_%28SLIDING_SCALE%29.pdf
RSV-Prophylaxis-Policy-2024	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/RSV_policy_update_2024.pdf
Myopia-Management-Guidelines	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Clinical-Protocol-Myopia-Management.pdf
Prescribing-Albumin-Protocol-Dec2024	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Prescribing_Albumin_Protocol_Dec2024.pdf
Neonatal-Parenteral-Nutrition-CPG	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/CPG_Neonatal_Parenteral_Nutrition_with_Appendix_Sept2024.pdf
Pediatric-Parenteral-Nutrition-CPG	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/CPG_Pediatric_PARENTERAL_NUTRITION_with_Appendix_Sept2024.pdf
Adult-Parenteral-Nutrition-CPG	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/CPG_Adult_PARENTERAL_NUTRITION_with_Appendix_Sept2024.pdf
Saudi-National-Malaria-Management	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Saudi_National_Guideline_for_Malaria_Management_compressed.pdf
Adult-Critical-Care-Rapid-Response-Team	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Guideline-adult_critical_care_rapid_response_team.pdf
Vision-Therapy-Clinic-Protocol	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Vision-Therapy-clinic-protocol.pdf
Acute-CNS-Infections-Meningitis-Adults	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Pages/Management_of_Acute_CNS_Infections.pdf
Compliance-Program-Healthcare-Organizations	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Pages/Program-Healthcare-Organizations.pdf
Pulmonary-Rehabilitation-Protocol-2025	https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Pages/PRP-Protocol-2025.pdf
Total-Knee-Arthroplasty-Rehabilitation-2025	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Knee-Arthroplasty-Rehabilitation-Protocol.pdf
Total-Hip-Arthroplasty-Rehabilitation-2025	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Hip-Arthroplasty-Rehabilitation-Protocol.pdf
Cardiac-Rehabilitation-Secondary-Prevention-2025	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Guideline-Cardiac-Rehabilitation-Secondary-Prevention.pdf
Total-Shoulder-Arthroplasty-Rehabilitation-2025	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Arthroplasty-Rehabilitation-Protocol.pdf
Amputation-Rehabilitation-Upper-Lower-Limb-2025	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Lower-Upper-Limb-Amputation-Rehabilitation-Protocol.pdf
Saudi-Vestibular-Rehabilitation-Protocol	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/vestibular-rehabilitation-protocol.pdf
Parenteral-Nutrition-Guidelines-Chamber	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/guidelines-chamber-parenteral-nutrition.pdf
Parenteral-Nutrition-Guidelines-Adults-Chamber	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/guidelines-adult-Chamber-parenteral-nutrition.pdf
Anticoagulation-Reversal-Strategies	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/reversal-strategies-anticoagulants.pdf
Neonatal-Respiratory-Care-Bundle	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/respiratory-care-bundle-Neonate.pdf
High-Flow-Oxygen-Therapy-Adults	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/adult-high-oxygen-therapy.pdf
Respiratory-Equipment-Dispensing	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/respiratory-equipment-protocol.pdf
Lung-Cancer-Early-Detection-Screening	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/Lung-Cancer-Screening-Protocol.pdf
Maternal-Sepsis-Management	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/maternal-sepsis.pdf
Pediatric-Sepsis-Management	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/management-pediatric-sepsis.pdf
Emergency-Cart-Contents-Adults-Pediatrics	https://www.moh.gov.sa/Ministry/MediaCenter/Publications/Documents/adult-crash-cart.pdf
